customerID,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies
8901-HJXTF,DSL,0,1,0,0,0,0
7710-JSYOA,Fiber optic,0,1,0,1,0,1
5419-KLXBN,Fiber optic,0,1,1,0,1,0
3424-NMNBO,Fiber optic,1,1,1,0,1,1
9885-MFVSU,DSL,1,0,0,1,1,0
4514-GFCFI,Fiber optic,0,0,0,0,1,0
0607-MVMGC,DSL,0,1,1,0,1,1
3365-SAIGS,Fiber optic,0,1,0,0,1,0
9828-AOQLM,DSL,0,0,0,0,0,0
8000-REIQB,Fiber optic,0,0,0,0,0,0
9993-LHIEB,DSL,1,0,1,1,0,1
0266-CLZKZ,Fiber optic,0,0,1,1,1,1
7615-ESMYF,DSL,0,0,0,0,1,1
3858-VOBET,Fiber optic,0,0,0,0,0,0
7020-OZKXZ,Fiber optic,0,0,1,0,0,0
0017-DINOC,DSL,1,0,0,1,1,0
1447-PJGGA,Fiber optic,0,0,1,0,1,1
8565-CLBZW,Fiber optic,0,0,1,0,1,0
9139-WQQDY,Fiber optic,0,1,0,0,1,1
0224-HJAPT,DSL,0,0,0,0,0,0
8086-OVPWV,Fiber optic,0,0,0,0,0,1
9430-FRQOC,Fiber optic,0,0,1,1,0,0
7639-OPLNG,DSL,1,1,1,1,1,0
3074-GQWYX,Fiber optic,0,0,0,0,0,0
1492-QGCLU,DSL,1,0,1,1,1,1
6845-RGTYS,Fiber optic,1,1,1,0,1,0
4418-LZMSV,DSL,0,1,1,1,0,0
5155-AZQPB,DSL,0,0,0,0,0,0
8861-HGGKB,Fiber optic,0,0,0,0,0,1
7065-YUNRY,DSL,0,0,0,0,0,0
7694-VLBWQ,Fiber optic,0,1,1,0,1,1
2546-KZAAT,DSL,1,1,0,0,1,1
0181-RITDD,Fiber optic,1,1,1,1,1,1
5989-PGKJB,Fiber optic,0,1,0,0,0,1
4795-KTRTH,Fiber optic,0,1,0,0,0,0
8272-ONJLV,Fiber optic,0,0,1,0,1,1
1488-PBLJN,Fiber optic,1,1,1,1,1,1
0308-GIQJT,Fiber optic,0,1,0,1,1,1
6481-OGDOO,Fiber optic,1,1,0,0,0,1
3090-LETTY,DSL,1,1,0,0,0,0
5349-AZPEW,DSL,0,0,0,0,0,0
3753-TSEMP,Fiber optic,0,0,0,0,1,1
9720-JJJOR,DSL,1,1,1,0,0,0
8100-HZZLJ,DSL,1,1,0,0,0,1
8775-ERLNB,Fiber optic,0,0,0,0,0,0
8309-IEYJD,Fiber optic,0,0,0,0,0,0
9172-JITSM,Fiber optic,0,0,0,0,1,1
6298-QDFNH,Fiber optic,0,1,0,0,0,0
7398-HPYZQ,DSL,1,1,1,1,1,1
7361-YPXFS,DSL,0,1,1,1,0,0
6557-BZXLQ,Fiber optic,0,0,0,0,0,0
7519-JTWQH,Fiber optic,0,1,1,1,1,1
2538-OIMXF,DSL,0,0,0,0,0,0
8543-MSDMF,DSL,1,0,1,0,1,1
9961-JBNMK,Fiber optic,0,0,1,0,1,1
1170-SASML,Fiber optic,0,1,1,0,0,0
4872-JCVCA,DSL,1,1,1,1,0,0
2038-LLMLM,Fiber optic,0,0,1,1,1,1
6173-ITPWD,Fiber optic,0,1,1,0,0,0
9734-UYXQI,DSL,0,0,0,0,0,0
1216-BGTSP,Fiber optic,1,0,1,1,1,1
4138-NAXED,Fiber optic,0,1,0,0,0,0
2189-UXTKY,DSL,1,0,0,1,1,1
0744-BIKKF,DSL,1,1,1,1,1,1
7483-IQWIB,Fiber optic,0,1,1,0,1,0
5248-KWLAR,DSL,1,1,1,1,1,1
4958-GZWIY,DSL,0,0,1,0,0,0
7833-PKIHD,DSL,1,0,0,1,1,1
5153-RTHKF,Fiber optic,0,0,0,0,1,0
4832-VRBMR,Fiber optic,0,1,1,0,1,1
9079-LWTFD,Fiber optic,1,1,0,1,1,0
6356-ELRKD,Fiber optic,1,0,0,0,1,1
8624-GIOUT,DSL,1,1,0,0,0,0
3392-EHMNK,Fiber optic,0,1,0,1,1,0
6179-GJPSO,Fiber optic,1,1,0,1,1,1
7901-TBKJX,Fiber optic,0,0,1,0,1,1
7228-PAQPD,DSL,0,0,0,1,0,1
3177-LASXD,Fiber optic,0,0,0,0,0,0
7746-QYVCO,DSL,1,1,0,0,0,0
5804-HYIEZ,Fiber optic,1,1,0,0,1,1
9919-FZDED,DSL,1,1,1,0,1,1
5934-TSSAU,Fiber optic,0,0,1,0,0,0
1084-UQCHV,Fiber optic,0,0,0,0,0,0
8290-YWKHZ,Fiber optic,0,0,0,0,1,1
2955-BJZHG,Fiber optic,0,0,0,0,1,0
3806-DXQOM,DSL,1,1,0,0,0,0
6784-XYJAE,DSL,0,0,1,0,0,0
3933-DQPWX,DSL,0,1,1,1,0,0
6661-EIPZC,DSL,0,0,0,1,0,0
2251-PYLPB,DSL,1,1,1,1,0,1
9300-RENDD,Fiber optic,0,0,0,0,1,0
8087-LGYHQ,Fiber optic,0,0,1,0,1,1
4137-BTIKL,Fiber optic,1,0,0,0,0,1
2190-BCXEC,Fiber optic,0,0,0,1,0,0
6227-FBDXH,Fiber optic,0,0,1,0,1,1
2153-MREFK,Fiber optic,1,0,1,1,0,1
2911-WDXMV,Fiber optic,0,0,1,0,0,0
7206-PQBBZ,Fiber optic,0,0,0,0,0,0
3106-ULWFW,Fiber optic,0,0,0,0,0,1
0925-VYDLG,Fiber optic,0,0,0,0,0,0
4547-FZJWE,DSL,1,0,0,0,0,1
7422-WNBTY,Fiber optic,0,1,1,0,0,1
0842-IWYCP,DSL,0,0,0,0,0,0
8383-SGHJU,DSL,1,0,0,1,0,0
7607-QKKTJ,Fiber optic,0,1,1,0,0,1
7707-PYBBH,DSL,1,1,0,1,0,0
8984-HPEMB,Fiber optic,1,1,1,1,1,1
4349-GFQHK,DSL,0,0,1,0,0,0
4139-DETXS,DSL,1,1,1,1,1,1
9779-DPNEJ,Fiber optic,0,0,0,0,0,1
4123-FCVCB,DSL,0,0,0,1,1,1
8819-IMISP,Fiber optic,0,1,0,0,0,0
7802-EFKNY,DSL,0,0,0,0,0,0
8311-UEUAB,DSL,1,0,0,0,1,1
5858-EAFCZ,DSL,0,0,0,0,0,0
8035-BUYVG,DSL,1,1,1,0,0,0
1163-ONYEY,DSL,1,1,1,0,1,0
9787-XVQIU,Fiber optic,0,0,0,0,0,0
8945-MUQUF,Fiber optic,1,1,0,0,1,0
5656-MJEFC,DSL,1,0,1,1,1,0
8051-HJRLT,Fiber optic,0,0,0,0,0,0
4010-YLMVT,Fiber optic,1,1,0,0,1,1
1379-FRVEB,Fiber optic,0,1,0,0,1,0
6288-CHQJB,DSL,1,0,1,1,0,1
8160-HOWOX,DSL,0,0,0,0,1,1
3023-GFLBR,Fiber optic,0,0,0,0,0,1
4223-BKEOR,DSL,1,0,1,0,0,1
4079-VTGLK,DSL,0,0,1,0,1,1
1763-WQFUK,DSL,0,0,0,1,0,0
1391-UBDAR,Fiber optic,0,0,1,0,0,0
8894-JVDCV,Fiber optic,1,1,1,1,1,1
2014-MKGMH,Fiber optic,0,0,1,0,1,1
5628-FCGYG,Fiber optic,0,0,0,0,0,1
0248-IPDFW,DSL,0,0,0,0,0,0
7978-DKUQH,Fiber optic,0,0,1,0,0,0
0524-IAVZO,Fiber optic,0,0,0,0,0,1
2737-YNGYW,Fiber optic,0,0,0,0,0,1
1784-EZDKJ,Fiber optic,0,1,1,0,1,1
9297-FVVDH,DSL,1,0,1,1,1,1
7101-HRBLJ,DSL,1,1,1,1,1,1
5159-YFPKQ,Fiber optic,0,0,1,0,0,0
6635-CPNUN,Fiber optic,0,1,1,0,1,0
4021-RQSNY,Fiber optic,0,0,1,0,1,1
5453-YBTWV,Fiber optic,1,1,1,1,1,0
2931-VUVJN,Fiber optic,1,1,1,1,0,0
9061-TIHDA,Fiber optic,0,0,0,0,1,1
8699-ASUFO,Fiber optic,0,0,0,0,0,0
6418-PIQSP,DSL,1,0,1,1,1,1
8220-OCUFY,DSL,1,0,1,1,0,0
3995-WFCSM,DSL,0,0,1,0,0,1
1895-QTKDO,DSL,0,0,0,0,0,0
2038-OEQZH,Fiber optic,0,0,1,0,0,1
7927-AUXBZ,Fiber optic,0,0,0,1,1,0
2878-RMWXY,Fiber optic,1,1,1,0,0,1
7375-WMVMT,Fiber optic,0,1,1,1,0,1
1136-XGEQU,DSL,0,1,1,1,1,1
2530-FMFXO,Fiber optic,0,0,1,1,1,1
6844-DZKRF,DSL,0,0,0,1,0,0
4695-WJZUE,Fiber optic,0,0,1,0,0,1
7619-ODSGN,DSL,1,0,0,0,0,0
8879-XUAHX,Fiber optic,1,1,1,1,1,1
3689-MOZGR,DSL,0,0,0,1,0,0
5003-XZWWO,DSL,0,1,1,1,1,1
3988-RQIXO,Fiber optic,0,0,0,0,1,1
7622-FWGEW,DSL,1,1,1,1,1,1
2514-GINMM,Fiber optic,0,0,0,0,1,0
8548-AWOFC,DSL,0,0,0,1,0,1
9798-DRYDS,DSL,0,0,1,1,0,0
6296-DDOOR,DSL,0,1,0,0,1,0
7951-VRDVK,DSL,1,1,1,1,1,1
5931-FLJJF,Fiber optic,0,0,0,0,0,0
4815-YOSUK,Fiber optic,1,1,1,1,0,1
2659-VXMWZ,Fiber optic,1,1,1,0,1,1
0380-NEAVX,Fiber optic,0,1,1,0,1,1
3207-OYBWH,Fiber optic,0,1,1,0,0,1
4285-GYRQC,Fiber optic,0,0,1,0,1,0
7216-EWTRS,Fiber optic,0,0,1,0,1,1
7036-TYDEC,Fiber optic,0,0,1,1,1,1
5802-ADBRC,Fiber optic,1,0,1,0,1,1
8337-MSSXB,Fiber optic,0,1,0,0,0,1
4312-GVYNH,DSL,1,0,1,1,0,1
8495-LJDFO,Fiber optic,1,0,1,1,1,1
0839-JTCUD,DSL,1,1,1,1,1,1
5494-WOZRZ,DSL,1,0,1,1,1,1
1302-UHBDD,Fiber optic,0,0,0,0,1,1
2234-EOFPT,DSL,1,1,0,1,1,1
8619-IJNDK,DSL,1,1,1,1,0,0
8378-LKJAF,Fiber optic,0,0,1,0,1,1
8182-BJDSI,Fiber optic,0,1,0,0,0,1
2528-HFYZX,Fiber optic,0,1,0,0,0,0
1153-GNOLC,DSL,0,1,0,0,1,0
3298-QEICA,DSL,1,0,0,1,0,0
3597-YASZG,Fiber optic,0,1,0,1,1,1
3496-LFSZU,Fiber optic,0,0,0,0,0,0
2482-CZGBB,Fiber optic,0,0,0,0,0,0
8097-VBQTZ,DSL,1,1,0,1,1,0
4500-HKANN,DSL,0,1,0,1,0,0
9917-KWRBE,DSL,1,1,1,0,1,0
3420-ZDBMA,Fiber optic,0,0,0,0,0,0
2212-LYASK,DSL,0,1,1,0,0,1
1393-IMKZG,Fiber optic,0,0,0,1,1,1
8069-RHUXK,DSL,1,0,0,1,0,0
3398-GCPMU,DSL,1,1,1,1,1,1
1013-QCWAM,Fiber optic,0,1,0,0,1,1
0866-QLSIR,DSL,1,1,0,1,0,0
6050-FFXES,Fiber optic,0,0,1,1,1,1
7181-BQYBV,Fiber optic,1,0,1,0,1,1
9554-DFKIC,DSL,1,0,0,0,0,0
5527-ACHSO,DSL,0,0,0,1,1,1
1399-UBQIU,DSL,0,0,1,0,1,1
0336-PIKEI,DSL,1,1,1,1,1,0
7322-OCWHC,Fiber optic,1,1,1,1,0,0
9537-VHDTA,DSL,1,0,0,0,0,0
4957-TIALW,DSL,1,1,1,1,0,0
2054-PJOCK,DSL,0,0,1,1,1,1
9150-HEPMB,DSL,1,0,1,0,0,0
6204-IEUXJ,Fiber optic,0,0,1,1,0,0
3126-WQMGH,DSL,0,0,0,0,0,0
4529-CKBCL,Fiber optic,0,0,0,0,1,0
2506-CLAKW,Fiber optic,1,1,1,1,0,1
7176-WRTNX,Fiber optic,1,1,1,1,1,1
1583-IHQZE,Fiber optic,0,1,1,1,1,1
5732-IKGQH,Fiber optic,1,0,1,1,1,1
9239-GZHZE,Fiber optic,1,1,1,1,1,1
0151-ONTOV,Fiber optic,0,0,0,0,0,0
4140-MUHUG,Fiber optic,0,0,1,0,1,0
0093-EXYQL,Fiber optic,0,0,0,0,1,1
8064-RAVOH,DSL,0,0,1,0,0,0
0320-JDNQG,Fiber optic,1,0,0,1,1,1
7180-PISOG,Fiber optic,0,0,0,0,0,0
9168-INPSZ,Fiber optic,0,0,1,1,1,1
3571-RFHAR,Fiber optic,0,1,1,1,1,1
0015-UOCOJ,DSL,1,0,0,0,0,0
2754-SDJRD,Fiber optic,0,0,0,1,1,1
9578-VRMNM,DSL,0,0,1,0,0,1
1587-FKLZB,Fiber optic,0,0,1,0,1,1
6140-QNRQQ,Fiber optic,0,0,0,0,0,0
8963-JLGJT,DSL,1,0,1,0,0,0
4307-KTUMW,Fiber optic,1,0,1,0,0,1
1465-LNTLJ,DSL,0,0,1,1,0,1
5440-FLBQG,Fiber optic,0,1,1,1,1,1
2135-DQWAQ,Fiber optic,0,1,0,0,1,0
4056-QHXHZ,Fiber optic,1,0,1,1,1,1
7470-MCQTK,DSL,0,0,1,0,1,1
7488-MXJIV,Fiber optic,0,0,0,0,1,0
7401-JIXNM,DSL,1,1,1,1,1,1
9339-FIIJL,DSL,0,1,1,1,1,1
2027-FECZV,Fiber optic,0,1,1,0,1,1
2672-DZUOY,DSL,0,0,0,0,0,0
4706-DGAHW,DSL,0,0,0,0,0,0
3870-MQAMG,Fiber optic,0,1,1,1,1,1
6670-MFRPK,Fiber optic,0,0,1,0,0,0
6177-PEVRA,DSL,1,1,0,0,0,0
4800-CZMPC,Fiber optic,1,1,0,0,1,1
4813-HQMGZ,Fiber optic,0,0,0,1,0,1
7579-KKLOE,DSL,1,1,1,1,1,1
7377-DMMRI,DSL,1,0,0,0,0,0
8402-EIVQS,Fiber optic,1,1,0,0,1,1
4947-DSMXK,Fiber optic,0,1,0,0,1,1
7245-NIIWQ,Fiber optic,0,0,0,0,0,0
0002-ORFBO,DSL,0,1,0,1,1,0
3324-OIRTO,Fiber optic,1,1,1,0,1,1
5414-OFQCB,Fiber optic,0,0,0,1,1,0
4967-WPNCF,DSL,1,1,1,1,1,1
8552-OBVRU,Fiber optic,1,0,1,1,1,1
9154-QDGTH,Fiber optic,0,0,1,1,1,1
8197-BFWVU,DSL,1,1,1,1,1,1
2577-GVSIL,DSL,0,0,0,1,1,1
6463-HHXJR,Fiber optic,1,1,1,0,1,0
7928-VJYAB,Fiber optic,0,0,0,0,1,1
1187-WILMM,DSL,1,1,1,1,1,1
9776-OJUZI,Fiber optic,0,1,1,0,1,0
8949-JTMAY,Fiber optic,0,0,1,0,1,1
2774-LVQUS,Fiber optic,0,0,1,1,0,0
2266-SJNAT,Fiber optic,0,1,1,1,1,1
0869-PAPRP,Fiber optic,0,0,1,0,1,0
4238-JSSWH,Fiber optic,0,0,1,0,1,1
2972-YDYUW,Fiber optic,0,1,0,1,0,1
1104-FEJAM,DSL,0,1,0,0,0,1
5499-ECUTN,DSL,1,0,1,0,1,0
4981-FLTMF,DSL,1,1,0,1,0,0
9121-PHQSR,Fiber optic,0,0,0,0,1,0
3113-IWHLC,DSL,1,0,1,0,0,0
3211-ILJTT,Fiber optic,0,0,0,0,0,0
4612-THJBS,Fiber optic,0,1,1,0,1,1
4094-NSEDU,Fiber optic,0,0,0,0,1,1
0234-TEVTT,DSL,1,0,1,0,0,1
4304-TSPVK,Fiber optic,1,1,1,1,1,1
1552-AAGRX,Fiber optic,1,0,0,1,1,1
2637-FKFSY,DSL,0,0,0,0,0,0
9796-MVYXX,DSL,1,0,1,1,0,0
0020-INWCK,Fiber optic,0,1,1,0,0,1
2683-JXWQQ,DSL,1,0,1,0,0,0
9548-ZMVTX,Fiber optic,0,1,1,1,0,0
8739-XNIKG,Fiber optic,0,0,0,0,1,0
9755-JHNMN,DSL,1,1,1,1,0,0
2789-HQBOU,Fiber optic,0,0,0,0,0,1
5067-WJEUN,DSL,1,1,0,0,0,0
3450-WXOAT,DSL,0,0,0,0,0,0
9251-WNSOD,DSL,1,1,1,0,0,1
2616-UUTFK,DSL,1,1,1,0,1,0
5103-MHMHY,DSL,0,0,0,0,0,0
7989-AWGEH,DSL,1,0,0,0,0,1
4373-VVHQL,DSL,0,0,0,0,0,0
4559-UWIHT,Fiber optic,0,1,1,0,0,0
7268-IGMFD,Fiber optic,0,0,1,1,1,0
1846-XWOQN,Fiber optic,0,0,0,0,0,0
0235-KGSLC,Fiber optic,0,0,1,0,1,0
6650-BWFRT,Fiber optic,1,1,1,1,1,1
9570-KYEUA,Fiber optic,1,0,1,1,0,1
6993-YGFJV,Fiber optic,1,1,1,1,1,1
0730-BGQGF,DSL,1,1,1,1,1,1
5498-IBWPI,DSL,0,0,0,1,0,0
0013-SMEOE,Fiber optic,1,1,1,1,1,1
9314-QDMDW,DSL,0,1,0,0,1,0
9308-ANMVE,DSL,1,1,0,0,0,0
2884-GBPFB,Fiber optic,0,0,0,0,0,0
3757-NJYBX,Fiber optic,0,1,1,0,1,1
3413-DHLPB,Fiber optic,0,1,0,1,1,1
6114-TCFID,DSL,1,1,0,1,0,0
3787-TRIAL,DSL,0,0,0,0,0,0
2573-GYRUU,Fiber optic,0,0,1,0,0,1
5156-UMKOW,DSL,0,1,0,0,0,0
1247-QBVSH,DSL,0,1,0,0,0,0
6734-GMPVK,Fiber optic,0,1,1,0,1,1
9822-OAOVB,DSL,0,0,0,0,0,1
6161-ERDGD,DSL,1,0,1,1,1,1
7318-EIVKO,DSL,0,0,0,0,1,0
3771-PZOBW,Fiber optic,0,0,1,0,1,0
5136-KCKGI,Fiber optic,1,0,1,0,1,1
8231-BSWXX,Fiber optic,0,1,0,0,0,0
6486-LHTMA,Fiber optic,0,0,1,0,1,0
4083-BFNYK,Fiber optic,1,1,0,0,0,1
3722-WPXTK,Fiber optic,0,0,0,0,1,1
7389-KBFIT,DSL,0,1,0,0,0,0
7176-WIONM,DSL,0,0,1,0,1,1
5141-ZUVBH,Fiber optic,1,0,1,1,0,1
1089-HDMKP,DSL,0,1,0,1,0,0
0310-SUCIN,DSL,1,1,1,1,1,1
5197-PYEPU,Fiber optic,1,1,0,0,1,0
2929-ERCFZ,Fiber optic,0,0,1,0,1,1
7548-SEPYI,Fiber optic,0,1,0,0,1,1
8835-VSDSE,Fiber optic,0,0,0,0,0,0
3275-RHRNE,DSL,0,1,1,1,1,1
3503-TYDAY,Fiber optic,0,1,0,0,0,0
6901-GOGZG,DSL,1,0,1,1,1,1
1623-NLDOT,DSL,0,1,0,1,0,0
7021-XSNYE,DSL,1,0,1,1,0,1
9898-KZQDZ,Fiber optic,0,0,0,0,1,1
8982-NHAVY,Fiber optic,0,0,1,0,1,1
4307-KWMXE,DSL,0,1,0,1,0,0
0141-YEAYS,Fiber optic,0,1,1,0,0,0
2450-ZKEED,DSL,0,0,1,1,0,0
3694-DELSO,DSL,1,0,0,0,1,0
3893-JRNFS,DSL,0,0,1,0,0,1
9603-OAIHC,Fiber optic,0,0,0,0,0,0
5236-PERKL,Fiber optic,1,1,1,0,1,1
1049-FYSYG,DSL,0,1,1,0,0,0
7854-FOKSF,DSL,0,0,0,0,0,1
2519-FAKOD,Fiber optic,0,0,1,0,1,1
8406-LNMHF,Fiber optic,1,1,1,0,0,0
1821-BUCWY,DSL,1,0,1,0,0,0
8263-JQAIK,DSL,0,0,0,0,0,0
8314-DPQHL,DSL,1,0,1,1,0,1
9481-SFCQY,DSL,0,0,1,0,1,0
6360-SVNWV,Fiber optic,1,0,0,0,0,0
0567-GGCAC,DSL,1,1,1,0,0,0
7089-IVVAZ,Fiber optic,1,0,0,1,1,1
9050-IKDZA,Fiber optic,0,0,0,0,1,0
2205-YMZZJ,Fiber optic,0,0,0,0,1,0
9802-CAQUT,Fiber optic,1,1,1,0,1,1
1254-IZEYF,Fiber optic,0,1,0,0,1,1
0187-WZNAB,Fiber optic,1,0,0,0,0,0
9492-TOKRI,Fiber optic,0,1,0,0,1,0
1475-VWVDO,Fiber optic,0,0,1,0,0,0
9221-OTIVJ,Fiber optic,0,1,1,0,1,1
1357-MVDOZ,DSL,0,0,1,0,1,0
7602-MVRMB,Fiber optic,1,0,1,1,1,1
3325-FUYCG,Fiber optic,1,1,0,0,1,1
5908-QMGOE,Fiber optic,0,0,0,0,0,0
1197-BVMVG,Fiber optic,0,0,0,0,0,0
8481-YYXWG,Fiber optic,0,1,0,1,0,1
5198-EFNBM,Fiber optic,0,1,1,0,1,0
7516-GMHUV,Fiber optic,1,0,1,0,1,1
2585-KTFRE,DSL,1,1,0,1,0,1
7994-UYIVZ,Fiber optic,0,0,0,0,0,1
2609-IAICY,Fiber optic,0,0,0,0,0,0
1740-CSDJP,DSL,0,0,0,0,0,1
6559-RAKOZ,Fiber optic,0,0,0,1,1,1
2636-OHFMN,DSL,0,1,0,0,1,1
1323-OOEPC,Fiber optic,0,1,0,0,1,1
3200-MNQTF,DSL,1,1,1,1,0,0
5630-IXDXV,Fiber optic,0,1,1,0,1,1
0320-DWVTU,Fiber optic,1,1,1,1,0,1
9135-MGVPY,DSL,1,1,1,1,1,1
1212-GLHMD,Fiber optic,1,0,0,0,0,1
7878-JGDKK,DSL,0,0,0,0,0,0
1088-AUUZZ,DSL,1,1,0,1,0,1
0397-GZBBC,Fiber optic,0,0,0,0,1,1
9588-OZDMQ,DSL,0,0,0,0,0,0
7641-EUYET,Fiber optic,1,1,1,0,1,0
9921-ZVRHG,Fiber optic,0,0,1,0,0,0
1174-FGIFN,Fiber optic,0,0,0,1,0,1
6620-HVDUJ,DSL,1,1,0,1,0,0
4701-MLJPN,DSL,0,0,1,1,0,0
1032-MAELW,DSL,1,1,1,1,0,1
7641-TQFHN,Fiber optic,0,0,0,1,1,1
9206-GVPEQ,DSL,1,0,0,1,1,1
8622-ZLFKO,Fiber optic,0,1,0,0,0,1
1596-BBVTG,Fiber optic,0,0,0,0,0,0
1134-YWTYF,DSL,0,1,0,1,0,0
6061-GWWAV,DSL,1,1,1,0,1,0
0679-TDGAK,DSL,1,0,0,1,1,1
8433-WXGNA,Fiber optic,1,0,0,0,0,0
9405-GPBBG,Fiber optic,0,1,1,1,1,1
3707-GNWHM,Fiber optic,0,0,0,0,0,0
7016-NVRIC,Fiber optic,1,0,1,0,0,1
5829-NVSQN,DSL,1,0,1,1,0,1
8922-LIEGH,Fiber optic,0,1,0,0,0,1
8869-LIHMK,Fiber optic,1,1,1,1,1,1
8245-UMPYT,Fiber optic,0,0,0,0,1,1
5186-SAMNZ,Fiber optic,0,0,0,0,0,0
0447-RXSGD,Fiber optic,0,1,0,0,1,1
4927-WWOOZ,Fiber optic,0,0,1,0,1,0
5788-YPOEG,DSL,1,1,1,1,1,1
5373-SFODM,Fiber optic,0,0,0,0,0,1
0661-KBKPA,DSL,0,0,1,1,1,1
3133-PZNSR,Fiber optic,1,1,0,1,0,1
8931-GJJIQ,Fiber optic,0,0,0,0,0,1
4277-PVRAN,Fiber optic,0,0,0,0,1,0
0022-TCJCI,DSL,1,0,1,0,0,1
0722-SVSFK,Fiber optic,0,0,1,1,1,1
9825-YCXWZ,Fiber optic,0,0,1,1,1,1
5397-NSKQG,DSL,1,0,0,0,1,1
8565-HBFNN,Fiber optic,1,1,1,1,0,1
2000-DHJUY,DSL,1,1,1,1,1,1
8670-ERCJH,Fiber optic,1,1,1,1,1,1
7758-UJWYS,DSL,0,0,0,1,1,0
7055-JCGNI,Fiber optic,1,1,1,1,1,1
0739-UUAJR,DSL,1,0,1,0,1,1
4826-DXMUP,DSL,0,0,0,1,1,1
0952-KMEEH,Fiber optic,1,0,0,0,1,1
7285-KLOTR,DSL,1,0,1,0,1,1
0654-PQKDW,DSL,1,0,1,1,1,0
7175-NTIXE,DSL,1,0,0,1,1,1
7963-SHNDT,DSL,1,1,0,1,0,0
9796-BPKIW,Fiber optic,0,0,0,0,0,0
5843-TTHGI,DSL,0,0,1,0,0,0
1849-RJYIG,DSL,1,0,0,0,1,0
8868-GAGIO,Fiber optic,1,0,1,0,0,0
4061-UKJWL,DSL,0,0,0,0,0,0
8263-QMNTJ,Fiber optic,1,1,1,1,1,1
8178-EYZUO,Fiber optic,1,1,0,0,0,1
3230-JCNZS,Fiber optic,1,1,1,0,1,0
0277-ORXQS,DSL,0,0,0,1,1,1
5130-IEKQT,Fiber optic,0,1,1,0,1,1
3230-WYKIR,DSL,0,0,1,1,1,1
3227-WLKLI,DSL,1,1,1,1,1,1
0407-BDJKB,Fiber optic,0,1,1,0,1,0
9600-UDOPK,Fiber optic,0,0,0,0,1,1
8216-AZUUZ,Fiber optic,0,0,1,1,1,1
4074-SJFFA,DSL,0,0,0,0,0,1
3269-ATYWD,Fiber optic,0,0,0,0,1,1
1074-AMIOH,Fiber optic,0,1,1,1,1,1
4910-GMJOT,Fiber optic,0,0,0,0,1,1
0354-WYROK,Fiber optic,0,0,1,1,1,1
7748-UMTRK,Fiber optic,0,0,0,1,1,1
7145-FEJWU,Fiber optic,0,1,1,0,1,1
6463-MVYRY,DSL,1,0,1,1,1,0
3969-JQABI,DSL,1,1,0,0,1,0
5780-INQIK,DSL,0,0,0,1,0,0
7576-OYWBN,Fiber optic,0,0,0,0,0,0
4526-ZJJTM,Fiber optic,0,1,1,0,0,1
8384-FZBJK,Fiber optic,0,1,0,0,1,1
3096-YXENJ,Fiber optic,0,1,1,1,1,1
1265-BCFEO,DSL,0,0,1,1,1,1
5837-LXSDN,DSL,0,1,0,0,1,0
5945-AZYHT,Fiber optic,1,1,1,0,1,1
8325-QRPZR,Fiber optic,0,0,1,0,0,0
6384-VMJHP,DSL,1,1,1,1,0,1
2262-SLNVK,Fiber optic,0,0,0,0,0,0
7730-CLDSV,Fiber optic,0,1,1,1,0,1
1135-HIORI,Fiber optic,0,1,1,1,1,1
0164-APGRB,Fiber optic,1,1,1,1,1,1
6481-ESCNL,Fiber optic,0,0,1,0,1,1
1550-EENBN,Fiber optic,1,1,0,0,1,1
5539-TMZLF,Fiber optic,0,0,0,0,0,0
4323-SADQS,DSL,1,0,0,1,0,0
4446-BZKHU,Fiber optic,0,1,1,0,1,1
5202-IVJNU,DSL,0,0,1,0,0,0
5976-JCJRH,Fiber optic,0,0,0,0,0,0
8198-RKSZG,DSL,0,1,0,1,1,1
0137-OCGAB,Fiber optic,0,1,0,0,0,0
3351-NQLDI,Fiber optic,1,0,0,1,0,1
9297-EONCV,DSL,1,1,1,1,1,1
7593-JNWRU,DSL,0,0,0,0,0,0
3336-JORSO,Fiber optic,0,1,1,1,1,1
7799-DSEWS,DSL,1,0,1,1,1,0
8766-PAFNE,DSL,0,1,1,1,1,1
5315-CKEQK,DSL,0,0,0,0,0,0
3130-ICDUP,Fiber optic,1,0,0,0,0,0
0820-FNRNX,DSL,0,1,1,1,0,0
0880-FVFWF,Fiber optic,1,1,0,0,0,0
4611-ANLQC,DSL,1,1,1,0,0,1
2792-LSHWX,Fiber optic,1,1,0,1,0,0
5028-GZLDO,Fiber optic,0,0,0,0,0,0
0014-BMAQU,Fiber optic,1,0,0,1,0,0
6861-XWTWQ,Fiber optic,0,0,1,0,1,1
9018-PCIOK,DSL,0,1,1,0,0,1
4837-QUSFT,Fiber optic,1,1,0,1,1,0
6877-TJMBR,Fiber optic,0,0,0,1,1,0
0907-HQNTS,Fiber optic,1,1,1,1,1,1
7665-NKLAV,DSL,1,0,1,1,0,0
6769-DCQLI,Fiber optic,0,1,1,1,1,1
2433-KMEAS,DSL,1,0,0,0,0,0
4391-LNRXK,Fiber optic,0,1,1,1,0,1
8250-ZNGGW,DSL,1,1,0,1,0,0
2195-ZRVAX,Fiber optic,0,0,1,0,0,1
3550-SAHFP,Fiber optic,0,0,0,0,0,1
2011-TRQYE,DSL,0,1,1,0,0,0
